,Sentence,Author_name
1102, This eventually leads to my first internship,Jean-Yang
1103,"  Outside of work, I try to avoid using my computer due to my repetitive stress injury",Jean-Yang
1104," Because of the injury, I am also aggressive about working 8-hour days and taking breaks on weekends",Jean-Yang
1105," I am too lazy to make many friends so I spend my free time reading, cooking, doing yoga, and running",Jean-Yang
1106,  Summer 2009,Jean-Yang
1107, I intern at Microsoft Research in Redmond with Chris Hawblitzel,Jean-Yang
1108, I had seen Chris's talk at POPL about verifying garbage collectors using Boogie and thought it was one of the coolest projects I had ever seen,Jean-Yang
1109," I had not thought I was qualified to intern with him, but some of the people I met at POPL recommended me to him",Jean-Yang
1110," This summer, we build Verve, an operating system verified for type and memory safety",Jean-Yang
1111, I had never verified anything or built an operating system before,Jean-Yang
1112," I work hard, 10-12 hours a day, because there is so much to learn and because the project is so fun",Jean-Yang
1113, I work closely with Chris and he teaches me an incredible amount about working with low-level code,Jean-Yang
1114," Outside of work, I hang out with the other interns",Jean-Yang
1115," I live in Redmond but on weekends I go into the city, where I have two friends I stay with",Jean-Yang
1116,  2009-2010 (Year Two),Jean-Yang
1117," I continue to work with Armando, on the project that eventually becomes the Jeeves programming language",Jean-Yang
1118, My first year we started with a vague idea that dynamic constraint-solving was useful for handling corner cases that static program synthesis could not handle well,Jean-Yang
1119, We apply this to data imputation,Jean-Yang
1120, We learn over the course of 1,Jean-Yang
1121,"5 years of paper submissions that people don't care much about data imputation, especially since our results are not particularly good",Jean-Yang
1122," By the end of my second year, we start thinking that security might be a better application domain",Jean-Yang
1123, This cumulative work is my masters thesis,Jean-Yang
1124, We still have many things to figure out at this point so I am not that excited about my thesis,Jean-Yang
1125, I try to ask for an extension but Armando tells me to just turn it in,Jean-Yang
1126,"  In the spring, Saman and I start what becomes an annual off-site retreat of all the research groups related to programming languages at MIT",Jean-Yang
1127," People give research talks and we have philosophical discussions about the future of research, publishing, and education",Jean-Yang
1128," At the first one, we realize there are many more people who have common interests than previously thought",Jean-Yang
1129," After the first meeting, the professors meet together and decide to do more activities together from now on",Jean-Yang
1130, From this point forward there is more cohesion and activities like weekly PL-related meetings,Jean-Yang
1131,"  At the beginning of this year, I start telling people that I wish I had more female friends, since I realize that there are many fewer women around me than before",Jean-Yang
1132," My friend Neha Narula tells me to respond to a call for people interested in starting a graduate women's group and I meet Kay Furman, a PhD student in the Health Science Technologies program",Jean-Yang
1133, Along with a couple of other graduate women we start Graduate Women at MIT,Jean-Yang
1134," Such a group had never existed and our proposals are met with a fair amount of skepticism, more from students than from administrators",Jean-Yang
1135," At this point I still don't have many friends, so I spent many evenings and weekends working on building the organization: recruiting, fundraising, inviting speakers, writing materials about why we need such a group, etc",Jean-Yang
1136,"  As part of my acquisition of more female friends I join a feminist discussion group, also invited by Neha",Jean-Yang
1137, We get together about once a month for a dinner hosted in one of our homes,Jean-Yang
1138, These discussions and my friendships with the women in the group shape many of my views over the next few years,Jean-Yang
1139,"  During this time, I look into acquiring more hobbies",Jean-Yang
1140, I take some break-dancing classes at the Dance Complex but decide it's not my thing,Jean-Yang
1141," I take up acrobatics (silks, rope, and static trapeze), for which I continue weekly classes on and off for about a year until I realize I am not serious enough about it (and travel far too much) to make continuing worthwhile",Jean-Yang
1142,  Summer 2010,Jean-Yang
1143, I intern with Nikhil Swamy and Juan Chen at Microsoft Research Redmond,Jean-Yang
1144, They have a dependently typed language called Fine for verifying security properties,Jean-Yang
1145, I ask to intern with them because I want to take my work in this direction,Jean-Yang
1146, I spend most of my time working on a tool for stuffing proofs into bytecode and taking them back out,Jean-Yang
1147," I learn a lot, but the proofs are too big and we never quite manage to get it to work",Jean-Yang
1148," I also participate in many meetings and calls about the F* language, which is like Fine but supports proof erasure",Jean-Yang
1149, I learn a lot about dependent type systems and security concerns,Jean-Yang
1150,"  I live in Seattle this summer, in a studio apartment on Capitol Hill",Jean-Yang
1151," For traffic and productivity reasons, I take the 7am bus to work and stay at work until 7pm",Jean-Yang
1152, There is a heated vinyasa yoga studio I go to after work most days,Jean-Yang
1153," I love having a routine and Seattle in the summer and the energy of Capitol Hill at night, so I am very happy with my life",Jean-Yang
1154," This summer, thanks to Chris's nomination, I also participate in the Lindau Meeting of Nobel Laureates, where Nobel laureates give talks about science, the research process, and the future of the world",Jean-Yang
1155, I make friends with scientists from around the world and find the talks inspiring,Jean-Yang
1156,  Chris and I have a paper on Verve that appears at PLDI,Jean-Yang
1157, We win Best Paper Award,Jean-Yang
1158," I am too young to realize that not all projects go this smoothly and not all papers are this good, so I am confused",Jean-Yang
1159," Since this is the first paper I ever published, this becomes my new standard for paper goodness",Jean-Yang
1160, It takes me years to realize that it is possible to do much less and still publish a paper,Jean-Yang
1161,  2010-2011 (Year Three),Jean-Yang
1162," Now I am done with classes, have no more routine, and have to return to working on my project I am not that excited about, so I am less happy than before",Jean-Yang
1163, I have this OCaml interpreter implementation for proto-Jeeves that I have been working on,Jean-Yang
1164," To make things scale, I implement a C backend and a garbage collector",Jean-Yang
1165, It integrates with the Yices constraints solver,Jean-Yang
1166, It is hard to do anything with this interpreter because it requires a lot of work to experiment with language features,Jean-Yang
1167, I do not feel much hope about the project,Jean-Yang
1168, I shop around for other projects,Jean-Yang
1169," I consider doing an internship in hardware synthesis with David Bacon at IBM Research, but after talking to some people decide I should not switch to this area",Jean-Yang
1170,"  In the fall, I TA a new program analysis course taught by Arvind, Martin, and Armando",Jean-Yang
1171, The professors are excited for me to help revamp the course,Jean-Yang
1172, There are four course staff total and six registered students,Jean-Yang
1173, Most of the work involves doing the problem sets to make sure they work,Jean-Yang
1174," It takes a surprisingly amount of time to grade six assignments, since each assignment is likely to make different design decisions",Jean-Yang
1175, I hold weekly recitation where three people attend,Jean-Yang
1176," All three students are strong, so most of the time we talk about fun PL topics",Jean-Yang
1177,"  To take a break after going straight from turning in my masters thesis to doing a internship, I treat myself by taking a two-week vacation",Jean-Yang
