,Sentence,Author_name,Vader_Sentiment,Vader_Analysis,TextBlob_Polarity,TextBlob_Analysis
1105," I am too lazy to make many friends so I spend my free time reading, cooking, doing yoga, and running",Jean-Yang,0.6124,Positive,0.21666666666666667,Positive
1106,  Summer 2009,Jean-Yang,0.0,Neutral,0.0,Neutral
1107, I intern at Microsoft Research in Redmond with Chris Hawblitzel,Jean-Yang,0.0,Neutral,0.0,Neutral
1108, I had seen Chris's talk at POPL about verifying garbage collectors using Boogie and thought it was one of the coolest projects I had ever seen,Jean-Yang,0.3182,Neutral,0.35,Positive
1109," I had not thought I was qualified to intern with him, but some of the people I met at POPL recommended me to him",Jean-Yang,0.3612,Neutral,0.0,Neutral
1110," This summer, we build Verve, an operating system verified for type and memory safety",Jean-Yang,0.4215,Neutral,0.0,Neutral
1111, I had never verified anything or built an operating system before,Jean-Yang,0.0,Neutral,0.0,Neutral
1112," I work hard, 10-12 hours a day, because there is so much to learn and because the project is so fun",Jean-Yang,0.4404,Neutral,0.06944444444444443,Positive
1113, I work closely with Chris and he teaches me an incredible amount about working with low-level code,Jean-Yang,-0.3321,Neutral,0.45,Positive
1114," Outside of work, I hang out with the other interns",Jean-Yang,0.0,Neutral,0.0,Neutral
1115," I live in Redmond but on weekends I go into the city, where I have two friends I stay with",Jean-Yang,0.4939,Neutral,0.13636363636363635,Positive
1116,  2009-2010 (Year Two),Jean-Yang,0.0,Neutral,0.0,Neutral
1117," I continue to work with Armando, on the project that eventually becomes the Jeeves programming language",Jean-Yang,0.0,Neutral,0.0,Neutral
1118, My first year we started with a vague idea that dynamic constraint-solving was useful for handling corner cases that static program synthesis could not handle well,Jean-Yang,0.8225,Positive,0.11000000000000001,Positive
1119, We apply this to data imputation,Jean-Yang,0.0,Neutral,0.0,Neutral
1120, We learn over the course of 1,Jean-Yang,0.0,Neutral,0.0,Neutral
1121,"5 years of paper submissions that people don't care much about data imputation, especially since our results are not particularly good",Jean-Yang,0.7501,Positive,0.3,Positive
1122," By the end of my second year, we start thinking that security might be a better application domain",Jean-Yang,0.6486,Positive,0.35,Positive
1123, This cumulative work is my masters thesis,Jean-Yang,0.0,Neutral,0.0,Neutral
1124, We still have many things to figure out at this point so I am not that excited about my thesis,Jean-Yang,0.4767,Neutral,0.5,Positive
1125, I try to ask for an extension but Armando tells me to just turn it in,Jean-Yang,0.0,Neutral,0.0,Neutral
1126,"  In the spring, Saman and I start what becomes an annual off-site retreat of all the research groups related to programming languages at MIT",Jean-Yang,0.2023,Neutral,0.0,Neutral
1127," People give research talks and we have philosophical discussions about the future of research, publishing, and education",Jean-Yang,0.0,Neutral,0.0,Neutral
1128," At the first one, we realize there are many more people who have common interests than previously thought",Jean-Yang,0.4588,Neutral,0.07083333333333333,Positive
1129," After the first meeting, the professors meet together and decide to do more activities together from now on",Jean-Yang,0.0,Neutral,0.25,Positive
1130, From this point forward there is more cohesion and activities like weekly PL-related meetings,Jean-Yang,0.3612,Neutral,0.0,Neutral
1131,"  At the beginning of this year, I start telling people that I wish I had more female friends, since I realize that there are many fewer women around me than before",Jean-Yang,0.7096,Positive,0.09999999999999999,Positive
1132," My friend Neha Narula tells me to respond to a call for people interested in starting a graduate women's group and I meet Kay Furman, a PhD student in the Health Science Technologies program",Jean-Yang,0.7096,Positive,0.25,Positive
1133, Along with a couple of other graduate women we start Graduate Women at MIT,Jean-Yang,0.0,Neutral,0.0,Neutral
1134," Such a group had never existed and our proposals are met with a fair amount of skepticism, more from students than from administrators",Jean-Yang,0.0772,Neutral,0.7,Positive
1135," At this point I still don't have many friends, so I spent many evenings and weekends working on building the organization: recruiting, fundraising, inviting speakers, writing materials about why we need such a group, etc",Jean-Yang,0.5859,Positive,0.5,Positive
1136,"  As part of my acquisition of more female friends I join a feminist discussion group, also invited by Neha",Jean-Yang,0.7184,Positive,0.0,Neutral
1137, We get together about once a month for a dinner hosted in one of our homes,Jean-Yang,0.0,Neutral,0.0,Neutral
1138, These discussions and my friendships with the women in the group shape many of my views over the next few years,Jean-Yang,0.4404,Neutral,0.25,Positive
1139,"  During this time, I look into acquiring more hobbies",Jean-Yang,0.0,Neutral,0.0,Neutral
1140, I take some break-dancing classes at the Dance Complex but decide it's not my thing,Jean-Yang,0.0,Neutral,-0.3,Negative
1141," I take up acrobatics (silks, rope, and static trapeze), for which I continue weekly classes on and off for about a year until I realize I am not serious enough about it (and travel far too much) to make continuing worthwhile",Jean-Yang,0.2732,Neutral,0.16111111111111112,Positive
1142,  Summer 2010,Jean-Yang,0.0,Neutral,0.0,Neutral
1143, I intern with Nikhil Swamy and Juan Chen at Microsoft Research Redmond,Jean-Yang,0.0,Neutral,0.0,Neutral
1144, They have a dependently typed language called Fine for verifying security properties,Jean-Yang,0.4939,Neutral,0.4166666666666667,Positive
1145, I ask to intern with them because I want to take my work in this direction,Jean-Yang,0.0772,Neutral,0.0,Neutral
1146, I spend most of my time working on a tool for stuffing proofs into bytecode and taking them back out,Jean-Yang,0.0,Neutral,0.0,Neutral
1147," I learn a lot, but the proofs are too big and we never quite manage to get it to work",Jean-Yang,0.0,Neutral,0.0,Neutral
1148," I also participate in many meetings and calls about the F* language, which is like Fine but supports proof erasure",Jean-Yang,0.7184,Positive,0.45833333333333337,Positive
1149, I learn a lot about dependent type systems and security concerns,Jean-Yang,0.34,Neutral,0.0,Neutral
1150,"  I live in Seattle this summer, in a studio apartment on Capitol Hill",Jean-Yang,0.0,Neutral,0.13636363636363635,Positive
1151," For traffic and productivity reasons, I take the 7am bus to work and stay at work until 7pm",Jean-Yang,0.0,Neutral,0.0,Neutral
1152, There is a heated vinyasa yoga studio I go to after work most days,Jean-Yang,0.0,Neutral,0.0,Neutral
1153," I love having a routine and Seattle in the summer and the energy of Capitol Hill at night, so I am very happy with my life",Jean-Yang,0.875,Positive,0.65,Positive
1154," This summer, thanks to Chris's nomination, I also participate in the Lindau Meeting of Nobel Laureates, where Nobel laureates give talks about science, the research process, and the future of the world",Jean-Yang,0.4404,Neutral,0.1,Positive
1155, I make friends with scientists from around the world and find the talks inspiring,Jean-Yang,0.7845,Positive,0.0,Neutral
1156,  Chris and I have a paper on Verve that appears at PLDI,Jean-Yang,0.0,Neutral,0.0,Neutral
1157, We win Best Paper Award,Jean-Yang,0.91,Positive,0.9,Positive
1158," I am too young to realize that not all projects go this smoothly and not all papers are this good, so I am confused",Jean-Yang,0.1531,Neutral,0.19999999999999998,Positive
1159," Since this is the first paper I ever published, this becomes my new standard for paper goodness",Jean-Yang,0.4588,Neutral,0.12878787878787878,Positive
1160, It takes me years to realize that it is possible to do much less and still publish a paper,Jean-Yang,0.0,Neutral,-0.08333333333333333,Negative
1161,  2010-2011 (Year Three),Jean-Yang,0.0,Neutral,0.0,Neutral
1162," Now I am done with classes, have no more routine, and have to return to working on my project I am not that excited about, so I am less happy than before",Jean-Yang,0.7584,Positive,0.3166666666666667,Positive
1163, I have this OCaml interpreter implementation for proto-Jeeves that I have been working on,Jean-Yang,0.0,Neutral,0.0,Neutral
1164," To make things scale, I implement a C backend and a garbage collector",Jean-Yang,0.0,Neutral,0.0,Neutral
1165, It integrates with the Yices constraints solver,Jean-Yang,0.0,Neutral,0.0,Neutral
1166, It is hard to do anything with this interpreter because it requires a lot of work to experiment with language features,Jean-Yang,-0.1027,Neutral,-0.2916666666666667,Negative
1167, I do not feel much hope about the project,Jean-Yang,0.4404,Neutral,0.2,Positive
1168, I shop around for other projects,Jean-Yang,0.0,Neutral,0.0,Neutral
1169," I consider doing an internship in hardware synthesis with David Bacon at IBM Research, but after talking to some people decide I should not switch to this area",Jean-Yang,0.0,Neutral,0.0,Neutral
1170,"  In the fall, I TA a new program analysis course taught by Arvind, Martin, and Armando",Jean-Yang,0.0,Neutral,0.13636363636363635,Positive
1171, The professors are excited for me to help revamp the course,Jean-Yang,0.7003,Positive,0.0,Neutral
1172, There are four course staff total and six registered students,Jean-Yang,0.0,Neutral,0.0,Neutral
1173, Most of the work involves doing the problem sets to make sure they work,Jean-Yang,-0.1027,Neutral,0.5,Positive
1174," It takes a surprisingly amount of time to grade six assignments, since each assignment is likely to make different design decisions",Jean-Yang,0.296,Neutral,0.2333333333333333,Positive
1175, I hold weekly recitation where three people attend,Jean-Yang,0.0,Neutral,0.0,Neutral
1176," All three students are strong, so most of the time we talk about fun PL topics",Jean-Yang,0.765,Positive,0.36666666666666664,Positive
1177,"  To take a break after going straight from turning in my masters thesis to doing a internship, I treat myself by taking a two-week vacation",Jean-Yang,0.5574,Positive,0.2,Positive
1178, I take a road trip through Romania (and also parts of Serbia and Hungary) with my friend Florian who I met at some conferences,Jean-Yang,0.4939,Neutral,0.0,Neutral
1179," My friend Kate, who I met through the feminist discussion group and who has moved to Europe for an Erasmus masters program, meets us in Vienna, where Florian is studying",Jean-Yang,0.4939,Neutral,0.0,Neutral
1180,"  In February I attend my first workshop at Dagstuhl, a German castle that hosts focused computer science workshops",Jean-Yang,0.0,Neutral,0.125,Positive
1181, I have involved discussions many computer scientists working in similar areas,Jean-Yang,0.0,Neutral,0.25,Positive
1182, I find it excitiyng,Jean-Yang,0.0,Neutral,0.0,Neutral
1183, Afterward I meet my friend Kate for a weekend in Brussels and we have adventures as usual,Jean-Yang,0.6705,Positive,-0.25,Negative
1184,"  This year, I also start to make more friends",Jean-Yang,0.4939,Neutral,0.0,Neutral
1185," I become good friends with my ""cohort,"" the other students interested in programming languages and software engineering who I started with",Jean-Yang,0.8316,Positive,0.475,Positive
1186, I also become friends with many female scientists,Jean-Yang,0.4939,Neutral,0.25,Positive
1187, I never had many female scientist friends before and this makes me happy because I feel much more understood,Jean-Yang,0.7845,Positive,0.1875,Positive
1188,  Summer 2011,Jean-Yang,0.0,Neutral,0.0,Neutral
1189, I decide to stay around MIT to focus on research,Jean-Yang,0.0,Neutral,0.0,Neutral
1190, My groupmate and officemate Kuat Yessenov tells me it would be simple to implement my language as an embedded domain-specific language in Scala,Jean-Yang,0.0,Neutral,0.0,Neutral
1191, Kuat makes a prototype implementation and begins to collaborate with me on the project,Jean-Yang,0.0,Neutral,0.0,Neutral
1192, This changes everything,Jean-Yang,0.0,Neutral,0.0,Neutral
1193," All of the sudden, the language has hope of becoming practical",Jean-Yang,0.4404,Neutral,0.0,Neutral
1194, A nice story about Jeeves emerges: it is a convenient and practical programming model that lets you factor out information flow policies,Jean-Yang,0.4215,Neutral,0.6,Positive
1195, It seems natural and like the way to go--but formalization is not entirely straightforward and there are some interesting theoretical properties too,Jean-Yang,0.7893,Positive,0.24375,Positive
1196," It is great to collaborate with Kuat, who is very smart",Jean-Yang,0.7783,Positive,0.5071428571428571,Positive
1197, We submit a paper to POPL,Jean-Yang,0.0,Neutral,0.0,Neutral
1198," We work hard, staying long nights in the office",Jean-Yang,-0.1027,Neutral,-0.17083333333333334,Negative
1199, I briefly become nocturnal in response to receiving feedback from my advisor in the evening and feeling compelled to make the changes before I sleep,Jean-Yang,0.128,Neutral,0.0,Neutral
1200,  It rains a lot this summer and we both become sad,Jean-Yang,-0.4767,Neutral,-0.5,Negative
1201," One day, Kuat leaves a fortune cookie fortune on my desk that says ""It cannot rain every day",Jean-Yang,-0.0516,Neutral,0.0,Neutral
1202,"""  2011-2012 (Year Four)",Jean-Yang,0.0,Neutral,0.0,Neutral
1203, Armando starts putting pressure on Kuat to return to his project so Kuat stops collaborating with me,Jean-Yang,-0.5267,Negative,0.0,Neutral
